timestamp,price,MA7,MA30,target_price
2025-04-16,579.7117342988385,584.3571770806069,602.7427438239113,617.6497009116878
2025-04-17,582.9884895445316,584.461278300782,601.1607950083308,606.1742820090113
2025-04-18,590.1449424870344,586.2973876659705,599.8782460968202,602.1970676660677
2025-04-19,591.7558249048697,587.1011163086192,598.9512428798664,600.1913883958081
2025-04-20,592.1191922418601,586.4110474395629,597.681269587053,607.8085377229048
2025-04-21,592.9015532596577,587.7335391560907,596.2907988316852,603.5371460135477
2025-04-22,596.742721454172,589.4806368844235,595.3110246648827,606.1285517158251
2025-04-23,617.6497009116878,594.9003464005448,595.1390624001411,600.5889575399475
2025-04-24,606.1742820090113,598.2126024668989,594.1510225084288,599.6302002732988
2025-04-25,602.1970676660677,599.9343346353323,593.2138840505671,599.5796914410877
2025-04-26,600.1913883958081,601.1394151340379,592.624080327401,601.3244678537958
2025-04-27,607.8085377229048,603.3807502027585,591.6305911672648,599.2468842902798
2025-04-28,603.5371460135477,604.9001205961714,591.0977475034676,585.8899216562841
2025-04-29,606.1285517158251,606.2409534906932,591.1672510862164,597.9661578698278
2025-04-30,600.5889575399475,603.8037044375875,591.137861409529,603.0175211984405
2025-05-01,599.6302002732988,602.8688356182,590.9421010262794,603.144369158166
2025-05-02,599.5796914410877,602.4949247289171,590.560478152682,628.2798237375861
2025-05-03,601.3244678537958,602.6567932229153,590.9423181538364,666.6606824091106
2025-05-04,599.2468842902798,601.4336998753976,591.168405889773,662.3379085253329
2025-05-05,585.8899216562841,598.9126678243598,590.7727631191614,650.8664613901699
2025-05-06,597.9661578698278,597.746611560646,590.9020081218439,660.9533536861077
2025-05-07,603.0175211984405,598.0935492261449,592.5213269644099,666.2402578411695
2025-05-08,603.144369158166,598.5955733525545,594.1541358704724,651.6490150180347
2025-05-09,628.2798237375861,602.6955922520543,596.6502544303313,651.1362648113163
2025-05-10,666.6606824091106,612.0293371885278,599.4636178105249,647.3412018782846
2025-05-11,662.3379085253329,621.0423406506782,602.2984755303455,639.5979769763185
2025-05-12,650.8664613901699,630.3247034698048,604.4563667631402,649.3806686821907
2025-05-13,660.9533536861077,639.322874300702,606.5898227418352,651.0389804540937
2025-05-14,666.2402578411695,648.3546938210918,609.3430276284088,650.951301036078
2025-05-15,651.6490150180347,655.2839289439302,611.5808935504817,674.7138326551593
2025-05-16,651.1362648113163,658.5491348116059,613.9617112342311,686.0302393255067
2025-05-17,647.3412018782846,655.789209021488,616.1068016453561,655.3681110510369
2025-05-18,639.5979769763185,652.5406473716287,617.7552361283324,667.9647953294073
2025-05-19,649.3806686821907,652.3283912704889,619.676064254243,670.0121393931087
2025-05-20,651.0389804540937,650.912052237344,621.6400571946508,673.7837605333261
2025-05-21,650.951301036078,648.7279155509024,623.5750487871982,687.4363026293119
2025-05-22,674.7138326551593,652.022889499063,626.1740858272311,687.631059296252
2025-05-23,686.0302393255067,657.0077430010903,628.4534371076917,675.4110812815895
2025-05-24,655.3681110510369,658.1544443114834,630.0932314090926,656.2031380761879
2025-05-25,667.9647953294073,662.2068469333533,632.2854889978705,658.5726942750157
2025-05-26,670.0121393931087,665.1541998920558,634.6128473644472,661.3452261434389
2025-05-27,673.7837605333261,668.403454189089,636.812021458128,666.0561104906627
2025-05-28,687.4363026293119,673.6155972738368,639.6086600119868,661.17332497159
2025-05-29,687.631059296252,675.4609153654213,642.3254102646677,663.70338541173
2025-05-30,675.4110812815895,673.9438927877189,644.8194810560558,634.1479715861758
2025-05-31,656.2031380761879,674.0631823627403,646.7052456494854,643.7566841456504
2025-06-01,658.5726942750157,672.7214536406846,648.6716790772829,650.7937997932994
2025-06-02,661.3452261434389,671.483323176446,650.672371020271,652.274428548494
2025-06-03,666.0561104906627,670.3793731703512,652.8993452269505,666.3374143222443
2025-06-04,661.17332497159,666.627519219248,655.4087920041273,673.4760595844963
2025-06-05,663.70338541173,663.2092800928878,657.6000329221907,667.7388930109494
2025-06-06,634.1479715861758,657.3145501364,658.637714601782,656.4804964003403
2025-06-07,643.7566841456504,655.5364852891805,659.9914584346982,654.9095462616511
2025-06-08,650.7937997932994,654.4252146489353,660.7419243032218,645.8086677048335
2025-06-09,652.274428548494,653.129386421086,660.262382507868,648.2042600997396
2025-06-10,666.3374143222443,653.1695726827405,660.3956993677651,651.4813571171453
2025-06-11,673.4760595844963,654.9271061988701,661.1493526409091,648.799470473488
2025-06-12,667.7388930109494,655.5036072844729,661.3755372850707,643.7728727892951
2025-06-13,656.4804964003403,658.6939679722107,661.0502119037096,644.3626647131019
2025-06-14,654.9095462616511,660.2872339887821,661.158896278497,641.4660754156638
2025-06-15,645.8086677048335,659.5750722618584,660.9813097082808,626.5687672231079
2025-06-16,648.2042600997396,658.9936196263221,661.0100783156627,615.9200839908369
2025-06-17,651.4813571171453,656.8713257398794,661.4061909870235,640.2543180324582
2025-06-18,648.799470473488,653.3460987240211,661.3868177134002,643.4133640920619
2025-06-19,643.7728727892951,649.9223815494989,661.1446141245735,645.8665732235779
2025-06-20,644.3626647131019,648.1912627370364,660.9249929138076,642.4572030728536
2025-06-21,641.4660754156638,646.2707669018953,659.8167343391577,645.9995550778237
2025-06-22,626.5687672231079,643.5222096902202,657.8346852690778,648.766805209224
2025-06-23,615.9200839908369,638.9101845318056,656.5197510337379,655.0764136195659
2025-06-24,640.2543180324582,637.3063218054218,655.5960684571728,657.0109566115938
2025-06-25,643.4133640920619,636.5368780366465,654.7094426138046,646.1777891600059
2025-06-26,645.8665732235779,636.8359780986868,653.7788697034797,660.0254823640146
